graphNum,attemptNum,lengthOfPathk=1,lengthOfShortestPath,lengthOfPathk=2,backsteps_SP,backsteps_k=2,shortcutsTakenk=2,shortcutstakenSP
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,23,23,23,0,0,0,0
0,1,23,23,23,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,22,16,19,4,4,0,0
0,1,22,16,19,4,4,0,0
0,0,26,19,24,0,0,0,0
0,1,26,19,24,0,0,0,0
0,0,24,24,24,0,0,0,0
0,1,24,24,24,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,22,16,18,3,3,0,0
0,1,22,16,18,3,3,0,0
0,0,41,39,39,0,0,0,0
0,1,41,39,39,0,0,0,0
0,0,13,13,13,0,0,0,0
0,1,13,13,13,0,0,0,0
0,0,12,10,11,3,3,0,0
0,1,12,10,11,3,3,0,0
0,0,4,3,4,0,0,0,0
0,1,4,3,4,0,0,0,0
0,0,11,9,12,2,2,0,0
0,1,11,9,12,2,2,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,7,7,7,0,0,0,0
0,1,7,7,7,0,0,0,0
0,0,21,21,21,0,0,0,0
0,1,21,21,21,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,28,16,18,3,3,0,0
0,1,28,16,18,3,3,0,0
0,0,18,18,18,0,0,0,0
0,1,18,18,18,0,0,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0
0,0,13,12,12,1,1,0,0
0,1,13,12,12,1,1,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,9,8,8,1,1,0,0
0,1,9,8,8,1,1,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,14,14,14,0,0,0,0
0,1,14,14,14,0,0,0,0
0,0,9,9,9,0,0,0,0
0,1,9,9,9,0,0,0,0
