graphNum,attemptNum,lengthOfPathk=1,lengthOfShortestPath,lengthOfPathk=2,backsteps_SP,backsteps_k=2,shortcutsTakenk=2,shortcutstakenSP
0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,22,21,22,0,0,0,0
0,1,22,21,22,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,10,10,10,0,0,0,0
0,1,10,10,10,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,19,19,19,0,0,0,0
0,1,19,19,19,0,0,0,0
0,0,28,25,28,0,0,0,0
0,1,28,25,28,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,36,35,36,0,0,0,0
0,1,36,35,36,0,0,0,0
0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0
0,0,27,24,27,0,0,0,0
0,1,27,24,27,0,0,0,0
0,0,10,9,9,0,0,0,0
0,1,10,9,9,0,0,0,0
0,0,26,24,24,0,0,0,0
0,1,26,24,24,0,0,0,0
0,0,14,8,9,1,1,0,0
0,1,14,8,9,1,1,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,21,20,21,1,1,0,0
0,1,21,20,21,1,1,0,0
0,0,18,18,18,0,0,0,0
0,1,18,18,18,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,43,42,43,1,1,0,0
0,1,43,42,43,1,1,0,0
0,0,41,40,40,1,1,0,0
0,1,41,40,40,1,1,0,0
0,0,33,28,33,1,1,0,0
0,1,33,28,33,1,1,0,0
0,0,19,16,16,0,0,0,0
0,1,19,16,16,0,0,0,0
0,0,19,19,19,0,0,0,0
0,1,19,19,19,0,0,0,0
0,0,18,15,15,0,0,0,0
0,1,18,15,15,0,0,0,0
0,0,35,34,34,1,1,0,0
0,1,35,34,34,1,1,0,0
0,0,6,3,3,1,1,0,0
0,1,6,3,3,1,1,0,0
0,0,46,44,45,1,1,0,0
0,1,45,44,45,1,1,0,0
0,0,25,22,22,0,0,0,0
0,1,25,22,22,0,0,0,0
0,0,22,21,21,1,1,0,0
0,1,23,21,22,1,1,0,0
0,0,29,26,29,0,0,0,0
0,1,29,26,29,0,0,0,0
0,0,28,25,28,0,0,0,0
0,1,28,25,28,0,0,0,0
0,0,27,24,27,0,0,0,0
0,1,27,24,27,0,0,0,0
0,0,30,29,30,0,0,0,0
0,1,30,29,30,0,0,0,0
0,0,22,21,21,0,0,0,0
0,1,22,21,21,0,0,0,0
0,0,17,16,17,0,0,0,0
0,1,17,16,17,0,0,0,0
0,0,17,16,17,0,0,0,0
0,1,17,16,17,0,0,0,0
0,0,35,32,32,2,2,0,0
0,1,35,32,32,2,2,0,0
0,0,15,14,15,0,0,0,0
0,1,15,14,15,0,0,0,0
0,0,20,19,19,0,0,0,0
0,1,20,19,19,0,0,0,0
0,0,12,12,12,0,0,0,0
0,1,12,12,12,0,0,0,0
0,0,20,17,20,0,0,0,0
0,1,20,17,20,0,0,0,0
0,0,18,18,18,1,1,0,0
0,1,18,18,18,1,1,0,0
0,0,24,23,23,0,0,0,0
0,1,24,23,23,0,0,0,0
0,0,9,6,6,0,0,0,0
0,1,9,6,6,0,0,0,0
0,0,32,29,32,0,0,0,0
0,1,32,29,32,0,0,0,0
0,0,18,18,18,0,0,0,0
0,1,18,18,18,0,0,0,0
0,0,18,15,15,0,0,0,0
0,1,18,15,15,0,0,0,0
0,0,7,7,7,0,0,0,0
0,1,7,7,7,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,9,9,9,0,0,0,0
0,1,9,9,9,0,0,0,0
0,0,19,17,19,1,1,0,0
0,1,19,17,19,1,1,0,0
0,0,14,14,14,1,1,0,0
0,1,14,14,14,1,1,0,0
0,0,14,14,14,1,1,0,0
0,1,14,14,14,1,1,0,0
0,0,1,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,14,12,13,0,0,0,0
0,1,14,12,13,0,0,0,0
0,0,12,10,10,1,1,0,0
0,1,12,10,10,1,1,0,0
