graphNum,attemptNum,lengthOfPathk=1,lengthOfShortestPath,lengthOfPathk=2,backsteps_SP,backsteps_k=2,shortcutsTakenk=2,shortcutstakenSP
0,1,24,8,19,1,1,0,0
0,0,5,5,5,1,1,0,0
0,1,5,5,5,1,1,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,20,8,20,2,2,0,0
0,1,20,8,20,2,2,0,0
0,0,22,20,21,2,2,0,0
0,1,22,20,21,2,2,0,0
0,0,7,5,7,0,0,0,0
0,1,7,5,7,0,0,0,0
0,0,12,5,6,0,0,0,0
0,1,12,5,6,0,0,0,0
0,0,9,5,9,0,0,0,0
0,1,9,5,9,0,0,0,0
0,0,13,12,14,2,2,0,0
0,1,13,12,14,2,2,0,0
0,0,17,17,17,0,0,0,0
0,1,17,17,17,0,0,0,0
0,0,6,6,6,0,0,0,0
0,1,6,6,6,0,0,0,0
0,0,14,10,13,3,3,0,0
0,1,14,10,13,3,3,0,0
0,0,15,15,15,1,1,0,0
0,1,15,15,15,1,1,0,0
0,0,9,8,9,2,2,0,0
0,1,9,8,9,2,2,0,0
0,0,13,7,11,2,2,0,0
0,1,13,7,11,2,2,0,0
0,0,9,5,9,0,0,0,0
0,1,9,5,9,0,0,0,0
0,0,6,5,6,0,0,0,0
0,1,6,5,6,0,0,0,0
0,0,22,21,23,3,3,0,0
0,1,22,21,23,3,3,0,0
0,0,26,17,17,0,0,0,0
0,1,26,17,17,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,17,17,17,0,0,0,0
0,1,17,17,17,0,0,0,0
0,0,7,6,7,1,1,0,0
0,1,7,6,7,1,1,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,15,7,7,1,1,0,0
0,1,15,7,7,1,1,0,0
0,0,24,16,16,1,1,0,0
0,1,24,16,16,1,1,0,0
0,0,5,4,4,1,1,0,0
0,1,5,4,4,1,1,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,6,6,6,0,0,0,0
0,1,6,6,6,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,28,23,29,5,5,0,0
0,1,28,23,29,5,5,0,0
0,0,10,10,10,0,0,0,0
0,1,10,10,10,0,0,0,0
0,0,12,6,6,1,1,0,0
0,1,12,6,6,1,1,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,14,14,14,1,1,0,0
0,1,14,14,14,1,1,0,0
0,0,20,8,12,1,1,0,0
0,1,20,8,12,1,1,0,0
0,0,14,14,14,0,0,0,0
0,1,14,14,14,0,0,0,0
0,0,9,6,9,1,1,0,0
0,1,9,6,9,1,1,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,5,4,5,0,0,0,0
0,1,5,4,5,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,11,8,9,2,2,0,0
0,1,11,8,9,2,2,0,0
0,0,10,10,10,0,0,0,0
0,1,10,10,10,0,0,0,0
0,0,21,9,10,1,1,0,0
0,1,21,9,10,1,1,0,0
0,0,9,5,7,2,2,0,0
0,1,9,5,7,2,2,0,0
0,0,19,19,19,0,0,0,0
0,1,19,19,19,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
