graphNum,attemptNum,lengthOfPathk=1,lengthOfShortestPath,lengthOfPathk=2,backsteps_SP,backsteps_k=2,shortcutsTakenk=2,shortcutstakenSP
0,1,6,4,6,2,2,0,0
0,0,10,6,6,1,1,0,0
0,1,10,6,6,1,1,0,0
0,0,9,7,7,2,2,0,0
0,1,9,7,7,2,2,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,9,7,10,1,1,0,0
0,1,9,7,10,1,1,0,0
0,0,15,5,11,3,3,0,0
0,1,15,5,11,3,3,0,0
0,0,13,4,12,2,2,0,0
0,1,13,4,12,2,2,0,0
0,0,6,5,6,1,1,0,0
0,1,6,5,6,1,1,0,0
0,0,14,7,7,3,3,0,0
0,1,14,7,7,3,3,0,0
0,0,6,6,6,1,1,0,0
0,1,6,6,6,1,1,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,12,11,12,3,3,0,0
0,1,12,11,12,3,3,0,0
0,0,4,3,4,2,2,0,0
0,1,4,3,4,2,2,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,8,7,7,0,0,0,0
0,1,8,7,7,0,0,0,0
0,0,10,6,10,2,2,0,0
0,1,10,6,10,2,2,0,0
0,0,12,6,12,2,2,0,0
0,1,11,6,11,2,2,0,0
0,0,10,9,10,4,4,0,0
0,1,10,9,10,4,4,0,0
0,0,22,4,4,1,1,0,0
0,1,22,4,4,1,1,0,0
0,0,6,5,5,1,1,0,0
0,1,6,5,5,1,1,0,0
0,0,9,7,9,4,4,0,0
0,1,9,7,9,4,4,0,0
0,0,12,6,6,1,1,0,0
0,1,12,6,6,1,1,0,0
0,0,11,11,12,0,0,0,0
0,1,11,11,12,0,0,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,5,5,5,0,0,0,0
0,1,5,5,5,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,2,2,2,0,0,0,0
0,1,2,2,2,0,0,0,0
0,0,8,5,5,2,2,0,0
0,1,8,5,5,2,2,0,0
0,0,7,7,7,0,0,0,0
0,1,7,7,7,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,9,7,7,1,1,0,0
0,1,11,7,9,1,1,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,6,6,8,0,0,0,0
0,1,6,6,8,0,0,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,11,7,7,1,1,0,0
0,1,11,7,7,1,1,0,0
0,0,6,6,6,0,0,0,0
0,1,6,6,6,0,0,0,0
0,0,13,9,9,0,0,0,0
0,1,13,9,9,0,0,0,0
0,0,13,9,9,1,1,0,0
0,1,13,9,9,1,1,0,0
0,0,5,5,5,2,2,0,0
0,1,5,5,5,2,2,0,0
0,0,5,5,5,1,1,0,0
0,1,5,5,5,1,1,0,0
0,0,8,4,4,1,1,0,0
0,1,8,4,4,1,1,0,0
0,0,15,8,15,2,2,0,0
0,1,15,8,15,2,2,0,0
0,0,10,10,11,1,1,0,0
0,1,10,10,11,1,1,0,0
0,0,9,6,7,0,0,0,0
0,1,9,6,7,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,6,5,5,1,1,0,0
0,1,6,5,5,1,1,0,0
0,0,7,6,7,0,0,0,0
0,1,7,6,7,0,0,0,0
0,0,9,6,8,3,3,0,0
0,1,9,6,8,3,3,0,0
0,0,7,7,7,0,0,0,0
0,1,7,7,7,0,0,0,0
0,0,7,4,7,0,0,0,0
0,1,7,4,7,0,0,0,0
0,0,6,5,5,1,1,0,0
0,1,6,5,5,1,1,0,0
0,0,8,8,8,0,0,0,0
0,1,8,8,8,0,0,0,0
0,0,4,4,4,0,0,0,0
0,1,4,4,4,0,0,0,0
0,0,6,3,3,1,1,0,0
0,1,6,3,3,1,1,0,0
0,0,5,5,5,1,1,0,0
0,1,5,5,5,1,1,0,0
0,0,7,7,7,0,0,0,0
0,1,7,7,7,0,0,0,0
0,0,7,5,10,0,0,0,0
0,1,7,5,10,0,0,0,0
0,0,6,6,6,1,1,0,0
0,1,6,6,6,1,1,0,0
0,0,3,3,3,0,0,0,0
0,1,3,3,3,0,0,0,0
0,0,4,4,4,1,1,0,0
0,1,4,4,4,1,1,0,0
0,0,5,4,5,2,2,0,0
0,1,5,4,5,2,2,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
0,0,5,4,5,2,2,0,0
0,1,5,4,5,2,2,0,0
0,0,15,6,10,2,2,0,0
0,1,15,6,10,2,2,0,0
0,0,16,3,3,1,1,0,0
0,1,16,3,3,1,1,0,0
